DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2020-06-17,WBR,Wallonia,2,3,0,0,0,0,1,BrabantWallon
2020-06-17,VWV,Flanders,11,52,8,2,0,4,11,WestVlaanderen
2020-06-18,VAN,Flanders,14,49,11,4,1,3,1,Antwerpen
2020-06-18,BRU,Brussels,15,93,19,9,3,5,9,Brussels
2020-06-18,WHT,Wallonia,14,33,2,2,1,6,0,Hainaut
2020-06-18,VLI,Flanders,7,31,5,4,0,1,1,Limburg
2020-06-18,WLG,Wallonia,12,17,2,0,0,2,6,Liège
2020-06-18,WLX,Wallonia,3,8,0,0,0,0,1,Luxembourg
2020-06-18,WNA,Wallonia,6,9,0,0,0,0,3,Namur
2020-06-18,VOV,Flanders,14,33,3,1,0,0,1,OostVlaanderen
2020-06-18,VBR,Flanders,6,13,3,3,1,1,0,VlaamsBrabant
2020-06-18,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
2020-06-18,VWV,Flanders,11,51,7,4,0,3,5,WestVlaanderen
2020-06-19,VAN,Flanders,14,47,12,4,1,5,6,Antwerpen
2020-06-19,BRU,Brussels,15,77,17,9,3,4,17,Brussels
2020-06-19,WHT,Wallonia,14,32,2,2,1,2,3,Hainaut
2020-06-19,VLI,Flanders,7,23,5,3,0,0,6,Limburg
2020-06-19,WLG,Wallonia,12,17,3,2,0,2,3,Liège
2020-06-19,WLX,Wallonia,3,8,0,0,0,0,0,Luxembourg
2020-06-19,WNA,Wallonia,6,9,0,0,0,0,0,Namur
2020-06-19,VOV,Flanders,14,34,3,1,0,5,3,OostVlaanderen
2020-06-19,VBR,Flanders,6,11,2,2,0,0,0,VlaamsBrabant
2020-06-19,WBR,Wallonia,2,2,0,0,0,0,2,BrabantWallon
2020-06-19,VWV,Flanders,11,48,6,4,0,3,4,WestVlaanderen
2020-06-20,VAN,Flanders,14,48,12,4,1,3,6,Antwerpen
2020-06-20,BRU,Brussels,15,71,17,10,3,2,7,Brussels
2020-06-20,WHT,Wallonia,14,35,4,3,1,6,1,Hainaut
2020-06-20,VLI,Flanders,7,22,5,3,0,2,3,Limburg
2020-06-20,WLG,Wallonia,12,18,4,1,0,1,0,Liège
2020-06-20,WLX,Wallonia,3,9,0,0,0,1,0,Luxembourg
2020-06-20,WNA,Wallonia,6,7,0,0,0,0,1,Namur
2020-06-20,VOV,Flanders,14,27,3,1,0,2,3,OostVlaanderen
2020-06-20,VBR,Flanders,6,11,2,2,0,1,1,VlaamsBrabant
2020-06-20,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-06-20,VWV,Flanders,11,44,6,4,0,0,1,WestVlaanderen
2020-06-21,VAN,Flanders,14,49,11,3,1,3,2,Antwerpen
2020-06-21,BRU,Brussels,15,63,16,10,3,0,7,Brussels
2020-06-21,WHT,Wallonia,14,34,2,1,0,1,1,Hainaut
2020-06-21,VLI,Flanders,7,28,6,2,0,3,0,Limburg
2020-06-21,WLG,Wallonia,12,19,4,2,0,1,1,Liège
2020-06-21,WLX,Wallonia,3,11,0,0,0,2,0,Luxembourg
2020-06-21,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-21,VOV,Flanders,14,28,3,1,0,1,1,OostVlaanderen
2020-06-21,VBR,Flanders,6,12,2,2,0,1,0,VlaamsBrabant
2020-06-21,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-06-21,VWV,Flanders,11,44,6,4,0,0,0,WestVlaanderen
2020-06-22,VAN,Flanders,14,53,8,3,1,5,0,Antwerpen
2020-06-22,BRU,Brussels,15,57,14,8,2,1,5,Brussels
2020-06-22,WHT,Wallonia,14,33,2,1,0,0,2,Hainaut
2020-06-22,VLI,Flanders,7,33,5,2,0,5,0,Limburg
2020-06-22,WLG,Wallonia,12,19,3,2,0,0,2,Liège
2020-06-22,WLX,Wallonia,3,12,0,0,0,1,0,Luxembourg
2020-06-22,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-22,VOV,Flanders,14,29,2,1,0,2,0,OostVlaanderen
2020-06-22,VBR,Flanders,6,12,2,2,0,0,0,VlaamsBrabant
2020-06-22,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-06-22,VWV,Flanders,11,38,6,1,0,0,7,WestVlaanderen
2020-06-23,VAN,Flanders,14,49,7,3,1,0,8,Antwerpen
2020-06-23,BRU,Brussels,15,59,15,8,2,1,6,Brussels
2020-06-23,WHT,Wallonia,14,31,1,1,0,2,2,Hainaut
2020-06-23,VLI,Flanders,7,27,5,3,0,2,6,Limburg
2020-06-23,WLG,Wallonia,12,24,4,2,0,5,1,Liège
2020-06-23,WLX,Wallonia,3,10,0,0,0,0,2,Luxembourg
2020-06-23,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-23,VOV,Flanders,14,27,3,2,0,1,6,OostVlaanderen
2020-06-23,VBR,Flanders,6,10,2,2,0,0,2,VlaamsBrabant
2020-06-23,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-06-23,VWV,Flanders,11,37,4,3,0,1,3,WestVlaanderen
2020-06-24,VAN,Flanders,14,51,11,3,1,4,3,Antwerpen
2020-06-24,BRU,Brussels,15,53,15,7,2,2,8,Brussels
2020-06-24,WHT,Wallonia,14,28,1,1,0,1,4,Hainaut
2020-06-24,VLI,Flanders,7,29,4,3,0,3,0,Limburg
2020-06-24,WLG,Wallonia,13,26,2,1,0,1,4,Liège
2020-06-24,WLX,Wallonia,3,8,0,0,0,0,1,Luxembourg
2020-06-24,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-24,VOV,Flanders,14,24,2,1,0,1,4,OostVlaanderen
2020-06-24,VBR,Flanders,5,5,2,2,0,0,1,VlaamsBrabant
2020-06-24,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
2020-06-24,VWV,Flanders,11,36,3,3,0,3,7,WestVlaanderen
2020-06-25,VAN,Flanders,14,48,6,3,1,4,1,Antwerpen
2020-06-25,BRU,Brussels,15,47,17,8,2,3,10,Brussels
2020-06-25,WHT,Wallonia,14,24,1,1,0,1,4,Hainaut
2020-06-25,VLI,Flanders,7,30,3,1,0,5,3,Limburg
2020-06-25,WLG,Wallonia,12,24,2,1,0,2,2,Liège
2020-06-25,WLX,Wallonia,3,8,0,0,0,2,1,Luxembourg
2020-06-25,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-25,VOV,Flanders,14,24,3,1,0,0,3,OostVlaanderen
2020-06-25,VBR,Flanders,6,11,2,2,0,1,0,VlaamsBrabant
2020-06-25,WBR,Wallonia,2,1,0,0,0,1,1,BrabantWallon
2020-06-25,VWV,Flanders,11,32,4,3,0,2,3,WestVlaanderen
2020-06-26,VAN,Flanders,14,45,5,3,1,1,4,Antwerpen
2020-06-26,BRU,Brussels,15,43,15,7,2,5,6,Brussels
2020-06-26,WHT,Wallonia,14,28,1,1,0,5,1,Hainaut
2020-06-26,VLI,Flanders,7,31,5,1,0,3,3,Limburg
2020-06-26,WLG,Wallonia,12,24,3,1,0,0,2,Liège
2020-06-26,WLX,Wallonia,3,8,0,0,0,1,1,Luxembourg
2020-06-26,WNA,Wallonia,6,7,0,0,0,0,0,Namur
2020-06-26,VOV,Flanders,14,22,2,1,0,2,4,OostVlaanderen
2020-06-26,VBR,Flanders,6,12,2,2,0,0,1,VlaamsBrabant
2020-06-26,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-06-26,VWV,Flanders,11,26,3,2,0,1,3,WestVlaanderen
2020-06-27,VAN,Flanders,14,44,5,2,1,2,7,Antwerpen
2020-06-27,BRU,Brussels,15,40,13,7,2,1,4,Brussels
2020-06-27,WHT,Wallonia,14,29,1,1,0,3,4,Hainaut
2020-06-27,VLI,Flanders,7,28,7,1,0,2,5,Limburg
2020-06-27,WLG,Wallonia,12,18,3,1,0,1,6,Liège
2020-06-27,WLX,Wallonia,3,10,0,0,0,3,1,Luxembourg
2020-06-27,WNA,Wallonia,6,5,0,0,0,0,1,Namur
2020-06-27,VOV,Flanders,14,22,1,1,0,1,1,OostVlaanderen
2020-06-27,VBR,Flanders,6,13,2,2,0,1,0,VlaamsBrabant
2020-06-27,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-06-27,VWV,Flanders,11,26,2,1,0,2,1,WestVlaanderen
2020-06-28,VAN,Flanders,14,42,6,2,1,3,3,Antwerpen
2020-06-28,BRU,Brussels,15,42,12,6,2,1,1,Brussels
2020-06-28,WHT,Wallonia,14,29,1,1,0,0,0,Hainaut
2020-06-28,VLI,Flanders,7,26,8,3,0,0,2,Limburg
2020-06-28,WLG,Wallonia,12,18,3,1,0,0,0,Liège
2020-06-28,WLX,Wallonia,3,10,0,0,0,0,0,Luxembourg
2020-06-28,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-06-28,VOV,Flanders,14,23,2,1,0,2,2,OostVlaanderen
2020-06-28,VBR,Flanders,6,12,2,2,0,0,1,VlaamsBrabant
2020-06-28,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-06-28,VWV,Flanders,11,28,2,1,0,1,1,WestVlaanderen
2020-06-29,VAN,Flanders,14,43,6,2,1,1,0,Antwerpen
2020-06-29,BRU,Brussels,15,45,13,6,2,6,2,Brussels
2020-06-29,WHT,Wallonia,14,28,2,1,0,1,1,Hainaut
2020-06-29,VLI,Flanders,7,26,8,4,0,1,1,Limburg
2020-06-29,WLG,Wallonia,12,17,3,1,0,0,0,Liège
2020-06-29,WLX,Wallonia,3,11,1,0,0,1,1,Luxembourg
2020-06-29,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-06-29,VOV,Flanders,14,26,3,1,0,0,1,OostVlaanderen
2020-06-29,VBR,Flanders,6,12,2,2,0,0,0,VlaamsBrabant
2020-06-29,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-06-29,VWV,Flanders,11,29,3,1,0,4,1,WestVlaanderen
2020-06-30,VAN,Flanders,14,45,6,2,1,2,1,Antwerpen
2020-06-30,BRU,Brussels,15,32,11,6,1,0,9,Brussels
2020-06-30,WHT,Wallonia,14,21,3,1,0,0,5,Hainaut
2020-06-30,VLI,Flanders,7,23,6,4,0,3,7,Limburg
2020-06-30,WLG,Wallonia,12,15,3,1,0,1,3,Liège
2020-06-30,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
2020-06-30,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-06-30,VOV,Flanders,14,26,3,1,0,3,2,OostVlaanderen
2020-06-30,VBR,Flanders,6,10,2,2,0,1,2,VlaamsBrabant
2020-06-30,WBR,Wallonia,2,2,0,0,0,0,1,BrabantWallon
2020-06-30,VWV,Flanders,11,32,2,1,0,7,5,WestVlaanderen
2020-07-01,VAN,Flanders,14,38,7,3,1,2,8,Antwerpen
2020-07-01,BRU,Brussels,15,29,11,6,1,0,5,Brussels
2020-07-01,WHT,Wallonia,14,20,3,1,0,0,3,Hainaut
2020-07-01,VLI,Flanders,7,17,4,1,0,0,2,Limburg
2020-07-01,WLG,Wallonia,12,14,3,1,0,0,1,Liège
2020-07-01,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
2020-07-01,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-01,VOV,Flanders,14,27,3,1,0,3,3,OostVlaanderen
2020-07-01,VBR,Flanders,6,9,2,1,0,0,1,VlaamsBrabant
2020-07-01,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2020-07-01,VWV,Flanders,11,32,2,0,0,4,4,WestVlaanderen
2020-07-02,VAN,Flanders,14,37,7,3,1,1,3,Antwerpen
2020-07-02,BRU,Brussels,15,28,11,5,1,2,3,Brussels
2020-07-02,WHT,Wallonia,14,16,3,1,0,1,7,Hainaut
2020-07-02,VLI,Flanders,7,14,4,1,0,2,6,Limburg
2020-07-02,WLG,Wallonia,12,14,2,1,0,0,0,Liège
2020-07-02,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
2020-07-02,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-02,VOV,Flanders,14,26,4,1,0,2,5,OostVlaanderen
2020-07-02,VBR,Flanders,6,9,2,1,0,1,0,VlaamsBrabant
2020-07-02,WBR,Wallonia,2,0,0,0,0,0,1,BrabantWallon
2020-07-02,VWV,Flanders,11,27,1,0,0,4,6,WestVlaanderen
2020-07-03,VAN,Flanders,14,33,8,3,1,1,5,Antwerpen
2020-07-03,BRU,Brussels,15,25,10,5,1,1,1,Brussels
2020-07-03,WHT,Wallonia,14,18,4,1,0,2,0,Hainaut
2020-07-03,VLI,Flanders,7,12,3,1,0,2,3,Limburg
2020-07-03,WLG,Wallonia,12,12,1,1,0,0,1,Liège
2020-07-03,WLX,Wallonia,3,8,0,0,0,0,2,Luxembourg
2020-07-03,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-03,VOV,Flanders,14,22,4,1,0,0,2,OostVlaanderen
2020-07-03,VBR,Flanders,6,9,2,1,0,0,1,VlaamsBrabant
2020-07-03,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-03,VWV,Flanders,11,24,0,0,0,0,3,WestVlaanderen
2020-07-04,VAN,Flanders,14,29,7,3,1,1,5,Antwerpen
2020-07-04,BRU,Brussels,15,27,10,5,1,1,0,Brussels
2020-07-04,WHT,Wallonia,14,17,4,1,0,4,3,Hainaut
2020-07-04,VLI,Flanders,7,14,1,1,0,2,2,Limburg
2020-07-04,WLG,Wallonia,12,15,1,1,0,3,0,Liège
2020-07-04,WLX,Wallonia,3,6,0,0,0,0,2,Luxembourg
2020-07-04,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-04,VOV,Flanders,14,21,2,1,0,3,3,OostVlaanderen
2020-07-04,VBR,Flanders,6,10,3,2,0,0,0,VlaamsBrabant
2020-07-04,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-04,VWV,Flanders,11,26,1,0,0,2,3,WestVlaanderen
2020-07-05,VAN,Flanders,14,31,7,4,1,3,0,Antwerpen
2020-07-05,BRU,Brussels,15,27,10,5,1,0,0,Brussels
2020-07-05,WHT,Wallonia,14,19,2,1,0,1,2,Hainaut
2020-07-05,VLI,Flanders,7,11,1,0,0,0,2,Limburg
2020-07-05,WLG,Wallonia,11,14,1,1,0,1,0,Liège
2020-07-05,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
2020-07-05,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-05,VOV,Flanders,14,22,3,2,0,1,1,OostVlaanderen
2020-07-05,VBR,Flanders,6,9,3,2,0,0,1,VlaamsBrabant
2020-07-05,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-05,VWV,Flanders,12,26,3,0,0,1,3,WestVlaanderen
2020-07-06,VAN,Flanders,14,30,7,4,1,1,3,Antwerpen
2020-07-06,BRU,Brussels,15,26,11,5,1,1,1,Brussels
2020-07-06,WHT,Wallonia,14,15,2,1,0,0,0,Hainaut
2020-07-06,VLI,Flanders,7,11,1,0,0,1,1,Limburg
2020-07-06,WLG,Wallonia,12,13,1,1,0,0,1,Liège
2020-07-06,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
2020-07-06,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-06,VOV,Flanders,14,24,2,2,0,2,0,OostVlaanderen
2020-07-06,VBR,Flanders,6,10,1,2,0,0,1,VlaamsBrabant
2020-07-06,WBR,Wallonia,2,2,0,0,0,2,0,BrabantWallon
2020-07-06,VWV,Flanders,11,27,2,0,0,3,1,WestVlaanderen
2020-07-07,VAN,Flanders,14,33,7,3,1,2,1,Antwerpen
2020-07-07,BRU,Brussels,15,28,11,5,1,0,1,Brussels
2020-07-07,WHT,Wallonia,14,13,2,1,0,0,4,Hainaut
2020-07-07,VLI,Flanders,7,12,1,0,0,2,2,Limburg
2020-07-07,WLG,Wallonia,12,12,1,1,0,2,3,Liège
2020-07-07,WLX,Wallonia,3,7,0,0,0,0,1,Luxembourg
2020-07-07,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-07,VOV,Flanders,14,25,2,2,0,2,1,OostVlaanderen
2020-07-07,VBR,Flanders,6,11,4,1,0,2,1,VlaamsBrabant
2020-07-07,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-07-07,VWV,Flanders,11,31,4,2,0,7,2,WestVlaanderen
2020-07-08,VAN,Flanders,14,32,8,3,1,1,0,Antwerpen
2020-07-08,BRU,Brussels,15,33,11,5,1,4,1,Brussels
2020-07-08,WHT,Wallonia,14,12,1,1,0,1,3,Hainaut
2020-07-08,VLI,Flanders,7,13,2,0,0,2,2,Limburg
2020-07-08,WLG,Wallonia,12,10,2,1,0,0,3,Liège
2020-07-08,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
2020-07-08,WNA,Wallonia,6,5,0,0,0,0,0,Namur
2020-07-08,VOV,Flanders,14,18,2,2,0,0,6,OostVlaanderen
2020-07-08,VBR,Flanders,6,11,4,1,0,0,0,VlaamsBrabant
2020-07-08,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-08,VWV,Flanders,11,26,2,2,0,1,6,WestVlaanderen
2020-07-09,VAN,Flanders,14,34,10,3,1,1,4,Antwerpen
2020-07-09,BRU,Brussels,15,29,12,5,1,0,4,Brussels
2020-07-09,WHT,Wallonia,14,12,1,1,0,0,1,Hainaut
2020-07-09,VLI,Flanders,7,10,1,0,0,0,3,Limburg
2020-07-09,WLG,Wallonia,12,8,2,2,0,0,3,Liège
2020-07-09,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
2020-07-09,WNA,Wallonia,6,5,0,0,0,1,1,Namur
2020-07-09,VOV,Flanders,14,16,2,2,0,4,5,OostVlaanderen
2020-07-09,VBR,Flanders,6,12,5,1,0,1,0,VlaamsBrabant
2020-07-09,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-09,VWV,Flanders,11,28,3,2,0,4,1,WestVlaanderen
2020-07-10,VAN,Flanders,14,28,9,4,0,0,5,Antwerpen
2020-07-10,BRU,Brussels,15,28,11,4,1,1,2,Brussels
2020-07-10,WHT,Wallonia,14,8,1,1,0,0,2,Hainaut
2020-07-10,VLI,Flanders,7,9,1,0,0,0,2,Limburg
2020-07-10,WLG,Wallonia,12,9,2,2,0,0,1,Liège
2020-07-10,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
2020-07-10,WNA,Wallonia,6,4,0,0,0,0,1,Namur
2020-07-10,VOV,Flanders,14,12,2,2,0,1,5,OostVlaanderen
2020-07-10,VBR,Flanders,6,11,4,1,0,0,1,VlaamsBrabant
2020-07-10,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-10,VWV,Flanders,11,29,2,1,0,4,2,WestVlaanderen
2020-07-11,VAN,Flanders,14,24,8,3,0,4,9,Antwerpen
2020-07-11,BRU,Brussels,15,25,8,4,1,2,1,Brussels
2020-07-11,WHT,Wallonia,14,6,1,1,0,0,2,Hainaut
2020-07-11,VLI,Flanders,7,9,2,1,0,3,3,Limburg
2020-07-11,WLG,Wallonia,12,7,2,2,0,0,2,Liège
2020-07-11,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
2020-07-11,WNA,Wallonia,6,4,0,0,0,0,1,Namur
2020-07-11,VOV,Flanders,14,13,3,2,0,0,1,OostVlaanderen
2020-07-11,VBR,Flanders,6,9,3,1,0,0,1,VlaamsBrabant
2020-07-11,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-11,VWV,Flanders,11,29,1,1,0,2,2,WestVlaanderen
2020-07-12,VAN,Flanders,14,24,8,3,0,0,0,Antwerpen
2020-07-12,BRU,Brussels,15,26,8,3,0,2,0,Brussels
2020-07-12,WHT,Wallonia,14,5,0,0,0,0,0,Hainaut
2020-07-12,VLI,Flanders,7,8,1,0,0,1,1,Limburg
2020-07-12,WLG,Wallonia,12,6,2,2,0,0,1,Liège
2020-07-12,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
2020-07-12,WNA,Wallonia,6,4,0,0,0,0,1,Namur
2020-07-12,VOV,Flanders,14,12,3,2,0,0,1,OostVlaanderen
2020-07-12,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
2020-07-12,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-12,VWV,Flanders,11,31,2,1,0,4,0,WestVlaanderen
2020-07-13,VAN,Flanders,14,23,8,6,0,0,1,Antwerpen
2020-07-13,BRU,Brussels,15,25,5,3,0,1,1,Brussels
2020-07-13,WHT,Wallonia,14,5,0,0,0,1,1,Hainaut
2020-07-13,VLI,Flanders,7,10,1,0,0,1,0,Limburg
2020-07-13,WLG,Wallonia,12,7,2,2,0,1,0,Liège
2020-07-13,WLX,Wallonia,3,5,1,0,0,0,0,Luxembourg
2020-07-13,WNA,Wallonia,6,4,0,0,0,0,1,Namur
2020-07-13,VOV,Flanders,14,14,2,1,0,2,0,OostVlaanderen
2020-07-13,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
2020-07-13,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-07-13,VWV,Flanders,11,36,1,1,0,3,1,WestVlaanderen
2020-07-14,VAN,Flanders,14,20,8,6,0,1,4,Antwerpen
2020-07-14,BRU,Brussels,15,27,8,3,0,3,3,Brussels
2020-07-14,WHT,Wallonia,14,10,0,0,0,5,3,Hainaut
2020-07-14,VLI,Flanders,7,13,2,1,0,3,0,Limburg
2020-07-14,WLG,Wallonia,12,9,2,2,0,2,0,Liège
2020-07-14,WLX,Wallonia,3,4,0,0,0,0,0,Luxembourg
2020-07-14,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-14,VOV,Flanders,14,11,2,1,0,0,3,OostVlaanderen
2020-07-14,VBR,Flanders,6,8,2,2,0,0,1,VlaamsBrabant
2020-07-14,WBR,Wallonia,2,3,0,0,0,0,2,BrabantWallon
2020-07-14,VWV,Flanders,11,38,3,2,0,4,3,WestVlaanderen
2020-07-15,VAN,Flanders,14,19,8,6,0,2,2,Antwerpen
2020-07-15,BRU,Brussels,15,27,8,4,0,2,0,Brussels
2020-07-15,WHT,Wallonia,14,15,0,0,0,3,2,Hainaut
2020-07-15,VLI,Flanders,7,11,2,1,0,1,3,Limburg
2020-07-15,WLG,Wallonia,12,8,2,2,0,0,1,Liège
2020-07-15,WLX,Wallonia,3,3,0,0,0,0,0,Luxembourg
2020-07-15,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-15,VOV,Flanders,14,16,2,1,0,3,1,OostVlaanderen
2020-07-15,VBR,Flanders,6,8,2,1,0,0,0,VlaamsBrabant
2020-07-15,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
2020-07-15,VWV,Flanders,11,36,3,2,0,0,2,WestVlaanderen
2020-07-16,VAN,Flanders,14,19,8,6,0,2,2,Antwerpen
2020-07-16,BRU,Brussels,15,24,8,5,0,1,2,Brussels
2020-07-16,WHT,Wallonia,14,13,0,0,0,1,4,Hainaut
2020-07-16,VLI,Flanders,7,12,2,0,0,0,0,Limburg
2020-07-16,WLG,Wallonia,12,7,2,2,0,0,1,Liège
2020-07-16,WLX,Wallonia,3,3,0,0,0,0,0,Luxembourg
2020-07-16,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-16,VOV,Flanders,14,13,2,1,0,0,4,OostVlaanderen
2020-07-16,VBR,Flanders,6,7,2,1,0,0,1,VlaamsBrabant
2020-07-16,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-07-16,VWV,Flanders,11,43,4,2,0,9,2,WestVlaanderen
2020-07-17,VAN,Flanders,14,20,8,6,0,3,3,Antwerpen
2020-07-17,BRU,Brussels,15,25,7,4,0,3,3,Brussels
2020-07-17,WHT,Wallonia,14,9,1,1,0,0,6,Hainaut
2020-07-17,VLI,Flanders,7,13,2,1,0,0,1,Limburg
2020-07-17,WLG,Wallonia,12,9,2,2,0,2,0,Liège
2020-07-17,WLX,Wallonia,3,2,0,0,0,0,1,Luxembourg
2020-07-17,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-17,VOV,Flanders,14,12,2,1,0,0,1,OostVlaanderen
2020-07-17,VBR,Flanders,6,6,2,1,0,0,1,VlaamsBrabant
2020-07-17,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2020-07-17,VWV,Flanders,11,44,4,2,0,3,4,WestVlaanderen
2020-07-18,VAN,Flanders,14,32,9,4,0,9,3,Antwerpen
2020-07-18,BRU,Brussels,15,21,6,4,0,1,1,Brussels
2020-07-18,WHT,Wallonia,14,13,3,2,0,1,2,Hainaut
2020-07-18,VLI,Flanders,7,13,2,1,0,2,3,Limburg
2020-07-18,WLG,Wallonia,12,9,2,2,0,1,1,Liège
2020-07-18,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
2020-07-18,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-18,VOV,Flanders,14,10,2,1,0,0,2,OostVlaanderen
2020-07-18,VBR,Flanders,6,7,2,1,0,1,0,VlaamsBrabant
2020-07-18,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
2020-07-18,VWV,Flanders,11,48,4,4,0,11,7,WestVlaanderen
2020-07-19,VAN,Flanders,14,35,8,5,1,7,0,Antwerpen
2020-07-19,BRU,Brussels,15,21,8,3,0,1,4,Brussels
2020-07-19,WHT,Wallonia,14,13,4,2,0,4,2,Hainaut
2020-07-19,VLI,Flanders,7,13,1,1,0,1,2,Limburg
2020-07-19,WLG,Wallonia,12,10,3,2,0,1,0,Liège
2020-07-19,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
2020-07-19,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-19,VOV,Flanders,14,10,0,0,0,0,0,OostVlaanderen
2020-07-19,VBR,Flanders,6,7,2,0,0,0,0,VlaamsBrabant
2020-07-19,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-07-19,VWV,Flanders,11,51,5,2,0,4,1,WestVlaanderen
2020-07-20,VAN,Flanders,14,39,10,7,1,3,0,Antwerpen
2020-07-20,BRU,Brussels,15,24,8,1,0,3,0,Brussels
2020-07-20,WHT,Wallonia,14,13,4,2,0,0,0,Hainaut
2020-07-20,VLI,Flanders,7,18,2,2,0,4,0,Limburg
2020-07-20,WLG,Wallonia,12,11,4,3,0,1,0,Liège
2020-07-20,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
2020-07-20,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-20,VOV,Flanders,14,11,0,0,0,1,0,OostVlaanderen
2020-07-20,VBR,Flanders,6,8,2,0,0,0,0,VlaamsBrabant
2020-07-20,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-07-20,VWV,Flanders,11,49,6,2,0,2,5,WestVlaanderen
2020-07-21,VAN,Flanders,14,37,9,4,1,4,7,Antwerpen
2020-07-21,BRU,Brussels,15,25,6,2,0,1,2,Brussels
2020-07-21,WHT,Wallonia,14,15,4,2,0,0,0,Hainaut
2020-07-21,VLI,Flanders,7,16,1,1,0,0,2,Limburg
2020-07-21,WLG,Wallonia,12,11,4,3,0,0,0,Liège
2020-07-21,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
2020-07-21,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-21,VOV,Flanders,14,9,0,0,0,0,1,OostVlaanderen
