date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0_20,/m/0cjf0_21,/m/0cjf0_22,/m/0cjf0_23,/m/0cjf0_24,/m/0cjf0_25,/m/0cjf0_26,/m/0cjf0_27,/m/0cjf0_28,/m/0cjf0_29,/m/0cjf0_30,/m/0cjf0_31,/m/0cjf0_32,/m/0cjf0_33,/m/0cjf0_34,/m/0cjf0_35,/m/0cjf0_36,/m/0cjf0_37,/m/0cjf0_38,/m/0cjf0_39,/m/0cjf0_40,/m/0cjf0_41,/m/0cjf0_42,/m/0cjf0_43,/m/0cjf0_44,/m/0cjf0_45,/m/0cjf0_46,/m/0cjf0_47,/m/0cjf0_48,/m/0cjf0_49,/m/0cjf0_50,/m/0cjf0_51,/m/0cjf0_52,/m/0cjf0_53,/m/0cjf0_54,/m/0cjf0_55,/m/0cjf0_56,/m/0cjf0_57,/m/0cjf0_58,/m/0cjf0_59,/m/0cjf0_60,/m/0cjf0_61,/m/0cjf0_62,/m/0cjf0_63,/m/0cjf0_64,/m/0cjf0_65,/m/0cjf0_66,/m/0cjf0_67,/m/0cjf0_68,/m/0cjf0_69,/m/0cjf0_70,/m/0cjf0_71,/m/0cjf0_72,/m/0cjf0_73,/m/0cjf0_74,/m/0cjf0_75,/m/0cjf0_76,/m/0cjf0_77,/m/0cjf0_78,/m/0cjf0_79,/m/0cjf0_80,/m/0cjf0_81,/m/0cjf0_82,/m/0cjf0_83,/m/0cjf0_84,/m/0cjf0_85,/m/0cjf0_86,/m/0cjf0_87,/m/0cjf0_88,/m/0cjf0_89,/m/0cjf0_90,/m/0cjf0_91,/m/0cjf0_92,/m/0cjf0_93,/m/0cjf0_94,/m/0cjf0_95,/m/0cjf0_96,/m/0cjf0_97,/m/0cjf0_98,/m/0cjf0_99,/m/0cjf0,batch_id
2020-04-29,19.0,10.0,10.0,10.0,15.0,16.0,19.0,14.0,8.0,12.0,14.0,17.0,14.0,21.0,20.0,18.0,15.0,26.0,11.0,15.0,13.0,9.0,10.0,13.0,12.0,13.0,19.0,22.0,23.0,5.0,10.0,16.0,11.0,16.0,11.0,10.0,18.0,15.0,18.0,13.0,11.0,6.0,24.0,16.0,12.0,10.0,10.0,16.0,9.0,13.0,10.0,19.0,14.0,9.0,15.0,20.0,15.0,16.0,17.0,14.0,7.0,7.0,13.0,9.0,5.0,17.0,23.0,13.0,15.0,9.0,15.0,23.0,9.0,17.0,13.0,14.0,17.0,22.0,10.0,12.0,11.0,8.0,9.0,10.0,11.0,16.0,10.0,13.0,22.0,15.0,12.0,13.0,13.0,9.0,11.0,15.0,17.0,9.0,21.0,12.0,14.102302832687997,1
2020-04-30,16.0,13.0,10.0,15.0,16.0,15.0,6.0,8.0,13.0,10.0,15.0,14.0,4.0,7.0,9.0,19.0,12.0,12.0,11.0,8.0,11.0,17.0,9.0,6.0,13.0,6.0,20.0,9.0,16.0,7.0,9.0,16.0,6.0,10.0,9.0,5.0,9.0,12.0,8.0,10.0,19.0,9.0,12.0,8.0,5.0,19.0,7.0,14.0,9.0,10.0,16.0,10.0,7.0,16.0,20.0,13.0,12.0,21.0,13.0,20.0,13.0,11.0,11.0,12.0,10.0,10.0,9.0,12.0,12.0,10.0,11.0,15.0,13.0,13.0,13.0,10.0,8.0,13.0,8.0,8.0,10.0,12.0,15.0,10.0,10.0,9.0,16.0,14.0,8.0,13.0,16.0,12.0,13.0,8.0,11.0,8.0,4.0,11.0,7.0,9.0,11.605869166496841,1
2020-05-01,16.0,10.0,12.0,7.0,7.0,17.0,11.0,13.0,10.0,6.0,11.0,12.0,11.0,8.0,17.0,13.0,13.0,8.0,16.0,10.0,8.0,15.0,12.0,11.0,11.0,11.0,14.0,11.0,16.0,11.0,5.0,11.0,17.0,11.0,9.0,14.0,12.0,13.0,12.0,14.0,7.0,13.0,15.0,17.0,8.0,8.0,8.0,11.0,10.0,14.0,6.0,12.0,13.0,10.0,8.0,12.0,11.0,9.0,11.0,8.0,22.0,15.0,10.0,9.0,9.0,9.0,20.0,10.0,9.0,7.0,17.0,8.0,11.0,12.0,11.0,10.0,8.0,20.0,7.0,10.0,15.0,12.0,7.0,13.0,15.0,15.0,9.0,11.0,12.0,1.0,10.0,15.0,11.0,9.0,15.0,4.0,12.0,9.0,11.0,13.0,11.514163439983697,1
2020-05-02,13.0,17.0,13.0,12.0,13.0,10.0,6.0,11.0,12.0,8.0,16.0,9.0,19.0,11.0,10.0,18.0,12.0,12.0,6.0,10.0,14.0,10.0,19.0,9.0,10.0,12.0,17.0,13.0,13.0,13.0,8.0,9.0,16.0,20.0,15.0,18.0,8.0,17.0,12.0,8.0,9.0,26.0,19.0,19.0,10.0,18.0,14.0,11.0,19.0,15.0,12.0,6.0,14.0,12.0,16.0,18.0,12.0,14.0,15.0,12.0,23.0,4.0,19.0,16.0,16.0,11.0,19.0,10.0,11.0,19.0,9.0,12.0,10.0,10.0,17.0,12.0,17.0,13.0,10.0,10.0,16.0,16.0,17.0,14.0,17.0,19.0,12.0,16.0,24.0,13.0,11.0,14.0,13.0,3.0,8.0,18.0,15.0,8.0,13.0,16.0,13.66415325045853,1
2020-05-03,14.0,11.0,12.0,22.0,12.0,14.0,12.0,11.0,19.0,9.0,16.0,13.0,14.0,17.0,18.0,21.0,11.0,14.0,12.0,15.0,11.0,9.0,9.0,20.0,17.0,8.0,26.0,11.0,13.0,13.0,15.0,18.0,17.0,18.0,16.0,15.0,9.0,18.0,18.0,13.0,15.0,9.0,21.0,11.0,16.0,7.0,10.0,10.0,16.0,14.0,14.0,15.0,12.0,16.0,15.0,10.0,17.0,21.0,19.0,13.0,16.0,15.0,15.0,12.0,14.0,18.0,14.0,14.0,16.0,15.0,15.0,18.0,14.0,20.0,20.0,14.0,17.0,14.0,14.0,17.0,13.0,15.0,26.0,16.0,11.0,20.0,15.0,11.0,10.0,12.0,16.0,8.0,14.0,12.0,26.0,8.0,18.0,10.0,18.0,19.0,14.998981047483188,1
2020-05-04,20.0,15.0,17.0,19.0,27.0,16.0,13.0,16.0,14.0,21.0,10.0,26.0,18.0,10.0,23.0,15.0,17.0,18.0,12.0,13.0,16.0,11.0,17.0,10.0,16.0,15.0,17.0,26.0,21.0,19.0,14.0,21.0,25.0,15.0,18.0,27.0,21.0,13.0,15.0,18.0,27.0,19.0,14.0,18.0,16.0,16.0,14.0,15.0,11.0,22.0,18.0,15.0,12.0,15.0,19.0,13.0,25.0,24.0,19.0,19.0,20.0,19.0,29.0,22.0,13.0,18.0,9.0,14.0,21.0,18.0,22.0,15.0,14.0,10.0,14.0,22.0,29.0,16.0,17.0,16.0,22.0,14.0,14.0,15.0,12.0,20.0,18.0,16.0,19.0,9.0,22.0,14.0,17.0,17.0,22.0,21.0,14.0,16.0,16.0,19.0,17.739963317709396,1
2020-05-05,13.0,15.0,16.0,26.0,19.0,19.0,14.0,9.0,15.0,18.0,23.0,14.0,22.0,15.0,14.0,15.0,15.0,14.0,11.0,12.0,15.0,14.0,13.0,12.0,11.0,14.0,10.0,20.0,16.0,12.0,19.0,18.0,13.0,12.0,15.0,21.0,19.0,15.0,17.0,24.0,24.0,14.0,17.0,11.0,12.0,15.0,14.0,16.0,14.0,13.0,23.0,11.0,10.0,12.0,17.0,19.0,13.0,16.0,13.0,19.0,17.0,14.0,17.0,15.0,7.0,16.0,13.0,14.0,20.0,16.0,19.0,18.0,12.0,19.0,11.0,13.0,24.0,20.0,22.0,10.0,15.0,23.0,14.0,13.0,19.0,21.0,16.0,17.0,18.0,19.0,17.0,20.0,17.0,16.0,11.0,14.0,15.0,13.0,12.0,27.0,16.160586916649684,1
2020-05-06,14.0,14.0,15.0,12.0,14.0,8.0,18.0,20.0,12.0,17.0,15.0,13.0,24.0,13.0,18.0,20.0,14.0,21.0,24.0,8.0,15.0,13.0,11.0,16.0,20.0,12.0,23.0,19.0,23.0,12.0,14.0,12.0,15.0,12.0,10.0,12.0,13.0,16.0,16.0,9.0,17.0,14.0,3.0,10.0,12.0,18.0,15.0,19.0,10.0,18.0,11.0,12.0,16.0,15.0,19.0,10.0,14.0,17.0,16.0,23.0,9.0,17.0,17.0,13.0,17.0,16.0,19.0,10.0,13.0,10.0,17.0,20.0,9.0,11.0,15.0,16.0,21.0,25.0,5.0,12.0,21.0,12.0,13.0,9.0,15.0,16.0,12.0,15.0,24.0,16.0,16.0,18.0,19.0,14.0,20.0,7.0,15.0,15.0,21.0,11.0,15.253719176686367,1
2020-05-07,9.0,8.0,6.0,12.0,9.0,13.0,5.0,7.0,9.0,15.0,9.0,6.0,10.0,8.0,10.0,4.0,12.0,8.0,11.0,11.0,6.0,7.0,8.0,10.0,11.0,11.0,15.0,15.0,11.0,6.0,11.0,12.0,7.0,6.0,11.0,10.0,10.0,7.0,12.0,11.0,12.0,14.0,9.0,6.0,5.0,13.0,6.0,5.0,7.0,7.0,8.0,11.0,10.0,4.0,7.0,9.0,8.0,4.0,11.0,9.0,11.0,6.0,12.0,9.0,7.0,15.0,13.0,10.0,12.0,4.0,11.0,14.0,6.0,3.0,11.0,5.0,19.0,11.0,10.0,9.0,9.0,12.0,9.0,7.0,10.0,7.0,11.0,10.0,7.0,9.0,10.0,9.0,14.0,10.0,6.0,13.0,5.0,6.0,11.0,10.0,9.445689830853881,1
2020-05-08,15.0,11.0,8.0,12.0,13.0,6.0,14.0,9.0,6.0,7.0,8.0,11.0,15.0,13.0,14.0,12.0,6.0,13.0,12.0,10.0,9.0,7.0,13.0,11.0,15.0,6.0,9.0,10.0,9.0,13.0,6.0,12.0,18.0,10.0,11.0,11.0,10.0,15.0,9.0,6.0,11.0,13.0,9.0,11.0,11.0,13.0,13.0,14.0,12.0,7.0,10.0,10.0,10.0,9.0,18.0,13.0,11.0,5.0,5.0,19.0,13.0,13.0,10.0,13.0,10.0,19.0,10.0,13.0,15.0,10.0,14.0,9.0,13.0,16.0,11.0,14.0,17.0,11.0,11.0,10.0,14.0,12.0,3.0,15.0,15.0,17.0,11.0,9.0,11.0,10.0,9.0,12.0,16.0,12.0,13.0,13.0,11.0,12.0,7.0,15.0,11.595679641328713,1
2020-05-09,20.0,8.0,10.0,18.0,19.0,15.0,18.0,17.0,14.0,17.0,18.0,18.0,18.0,18.0,16.0,13.0,14.0,13.0,11.0,17.0,11.0,3.0,18.0,13.0,17.0,15.0,19.0,17.0,21.0,15.0,20.0,9.0,25.0,21.0,11.0,20.0,14.0,19.0,16.0,22.0,21.0,17.0,14.0,12.0,8.0,20.0,6.0,18.0,14.0,15.0,19.0,17.0,21.0,15.0,16.0,13.0,9.0,23.0,31.0,24.0,15.0,7.0,10.0,16.0,17.0,26.0,16.0,24.0,16.0,10.0,13.0,18.0,12.0,15.0,13.0,14.0,14.0,11.0,17.0,18.0,16.0,18.0,10.0,11.0,17.0,24.0,14.0,20.0,19.0,12.0,21.0,21.0,17.0,10.0,16.0,17.0,16.0,9.0,13.0,19.0,16.231913592826576,1
2020-05-10,16.0,13.0,12.0,15.0,15.0,18.0,22.0,13.0,14.0,12.0,15.0,24.0,23.0,26.0,23.0,12.0,15.0,19.0,25.0,15.0,23.0,23.0,24.0,21.0,20.0,20.0,20.0,29.0,23.0,10.0,13.0,12.0,31.0,21.0,19.0,18.0,18.0,18.0,10.0,13.0,24.0,19.0,30.0,21.0,11.0,8.0,22.0,18.0,17.0,20.0,26.0,18.0,20.0,21.0,21.0,21.0,19.0,24.0,30.0,29.0,28.0,11.0,17.0,22.0,7.0,16.0,14.0,20.0,20.0,9.0,27.0,16.0,16.0,18.0,20.0,14.0,23.0,25.0,27.0,12.0,26.0,16.0,9.0,16.0,12.0,14.0,18.0,26.0,15.0,20.0,9.0,16.0,13.0,11.0,15.0,18.0,21.0,15.0,17.0,16.0,18.7181577338496,1
2020-05-11,13.0,11.0,11.0,17.0,16.0,15.0,7.0,8.0,19.0,16.0,19.0,18.0,22.0,20.0,21.0,19.0,11.0,22.0,12.0,17.0,14.0,24.0,15.0,14.0,11.0,17.0,18.0,15.0,18.0,21.0,14.0,11.0,24.0,12.0,16.0,18.0,16.0,15.0,12.0,15.0,20.0,18.0,30.0,18.0,12.0,22.0,21.0,14.0,7.0,10.0,19.0,16.0,9.0,10.0,22.0,21.0,7.0,8.0,11.0,17.0,17.0,19.0,13.0,20.0,10.0,23.0,24.0,23.0,17.0,16.0,14.0,27.0,9.0,11.0,13.0,21.0,17.0,11.0,13.0,20.0,18.0,12.0,20.0,11.0,10.0,14.0,15.0,10.0,21.0,16.0,17.0,18.0,19.0,13.0,15.0,13.0,11.0,14.0,15.0,12.0,16.079070715304667,1
2020-05-12,16.0,13.0,10.0,10.0,17.0,8.0,3.0,10.0,11.0,15.0,11.0,16.0,15.0,16.0,17.0,12.0,15.0,8.0,11.0,11.0,10.0,14.0,10.0,13.0,14.0,11.0,16.0,8.0,17.0,12.0,17.0,9.0,12.0,9.0,8.0,11.0,19.0,14.0,13.0,16.0,17.0,9.0,16.0,11.0,16.0,13.0,23.0,11.0,11.0,12.0,11.0,9.0,12.0,16.0,11.0,12.0,11.0,15.0,18.0,18.0,14.0,15.0,8.0,9.0,8.0,10.0,12.0,14.0,10.0,7.0,17.0,11.0,16.0,9.0,9.0,12.0,21.0,8.0,17.0,9.0,11.0,11.0,14.0,7.0,8.0,9.0,16.0,5.0,17.0,11.0,8.0,8.0,9.0,7.0,12.0,16.0,9.0,7.0,12.0,9.0,12.349704503770123,1
2020-05-13,12.0,14.0,10.0,20.0,20.0,14.0,16.0,18.0,16.0,14.0,14.0,14.0,16.0,19.0,10.0,5.0,8.0,14.0,20.0,16.0,10.0,18.0,11.0,20.0,12.0,13.0,9.0,17.0,14.0,12.0,19.0,16.0,22.0,13.0,17.0,13.0,25.0,11.0,13.0,16.0,22.0,11.0,18.0,9.0,10.0,13.0,7.0,10.0,13.0,12.0,8.0,15.0,14.0,5.0,25.0,19.0,18.0,15.0,10.0,16.0,16.0,8.0,13.0,6.0,9.0,23.0,19.0,10.0,13.0,7.0,24.0,15.0,16.0,16.0,15.0,5.0,18.0,24.0,12.0,7.0,13.0,20.0,14.0,14.0,14.0,18.0,13.0,12.0,19.0,15.0,11.0,12.0,19.0,10.0,9.0,8.0,11.0,9.0,9.0,12.0,14.255145710209904,1
2020-05-14,5.0,6.0,8.0,10.0,9.0,4.0,9.0,9.0,4.0,11.0,9.0,7.0,11.0,9.0,15.0,7.0,11.0,13.0,10.0,7.0,10.0,9.0,12.0,11.0,11.0,10.0,12.0,10.0,7.0,11.0,7.0,7.0,3.0,8.0,12.0,7.0,10.0,5.0,10.0,4.0,8.0,5.0,10.0,11.0,9.0,11.0,8.0,7.0,6.0,4.0,13.0,11.0,8.0,7.0,8.0,7.0,16.0,7.0,14.0,8.0,11.0,8.0,12.0,6.0,7.0,4.0,6.0,10.0,11.0,7.0,14.0,13.0,14.0,5.0,7.0,6.0,7.0,12.0,4.0,8.0,6.0,13.0,5.0,1.0,10.0,3.0,7.0,6.0,9.0,8.0,13.0,9.0,8.0,11.0,6.0,3.0,4.0,5.0,10.0,8.0,8.610148767067454,1
2020-05-15,21.0,9.0,7.0,19.0,13.0,13.0,16.0,10.0,9.0,20.0,17.0,15.0,15.0,16.0,19.0,10.0,12.0,13.0,14.0,10.0,14.0,8.0,9.0,13.0,10.0,13.0,19.0,16.0,15.0,14.0,11.0,14.0,12.0,7.0,14.0,14.0,10.0,15.0,19.0,9.0,9.0,10.0,17.0,10.0,14.0,17.0,10.0,17.0,16.0,9.0,11.0,8.0,13.0,6.0,18.0,7.0,8.0,11.0,22.0,10.0,8.0,14.0,10.0,16.0,5.0,15.0,20.0,13.0,8.0,7.0,18.0,15.0,16.0,19.0,14.0,10.0,7.0,15.0,9.0,12.0,11.0,10.0,15.0,12.0,7.0,12.0,5.0,7.0,15.0,9.0,7.0,9.0,10.0,15.0,13.0,9.0,11.0,12.0,13.0,11.0,12.645200733645812,1
2020-05-16,21.0,6.0,14.0,12.0,16.0,8.0,7.0,13.0,15.0,9.0,12.0,19.0,9.0,9.0,12.0,15.0,10.0,9.0,10.0,7.0,17.0,8.0,13.0,14.0,9.0,13.0,6.0,19.0,4.0,9.0,11.0,7.0,8.0,10.0,9.0,22.0,9.0,11.0,5.0,9.0,8.0,15.0,10.0,10.0,6.0,13.0,13.0,5.0,12.0,6.0,9.0,16.0,13.0,8.0,16.0,12.0,17.0,18.0,16.0,10.0,23.0,13.0,10.0,14.0,11.0,17.0,15.0,13.0,15.0,14.0,22.0,12.0,18.0,7.0,8.0,11.0,10.0,14.0,13.0,7.0,7.0,12.0,15.0,8.0,15.0,11.0,16.0,11.0,14.0,12.0,5.0,7.0,14.0,10.0,11.0,17.0,10.0,10.0,20.0,9.0,12.023639698390054,1
2020-05-17,20.0,23.0,18.0,12.0,27.0,20.0,24.0,26.0,12.0,23.0,9.0,18.0,21.0,13.0,24.0,24.0,22.0,15.0,16.0,20.0,11.0,18.0,12.0,13.0,15.0,8.0,19.0,17.0,21.0,18.0,15.0,25.0,23.0,13.0,24.0,20.0,15.0,17.0,7.0,20.0,23.0,22.0,10.0,16.0,17.0,24.0,16.0,25.0,14.0,15.0,17.0,15.0,17.0,13.0,25.0,19.0,11.0,20.0,19.0,26.0,17.0,12.0,24.0,11.0,14.0,24.0,14.0,24.0,22.0,12.0,21.0,26.0,18.0,20.0,12.0,25.0,18.0,15.0,15.0,20.0,18.0,22.0,10.0,13.0,21.0,10.0,18.0,12.0,21.0,15.0,19.0,25.0,17.0,21.0,23.0,19.0,23.0,14.0,15.0,19.0,18.351334827797025,1
2020-05-18,20.0,13.0,11.0,15.0,19.0,17.0,12.0,17.0,17.0,21.0,16.0,18.0,18.0,16.0,13.0,24.0,10.0,14.0,13.0,22.0,18.0,17.0,14.0,11.0,12.0,21.0,23.0,19.0,12.0,14.0,23.0,15.0,19.0,8.0,12.0,20.0,14.0,19.0,19.0,13.0,20.0,12.0,12.0,12.0,12.0,20.0,20.0,16.0,6.0,19.0,17.0,15.0,10.0,8.0,20.0,18.0,11.0,15.0,21.0,15.0,14.0,8.0,18.0,15.0,17.0,27.0,23.0,22.0,16.0,10.0,22.0,24.0,13.0,12.0,8.0,15.0,16.0,19.0,21.0,17.0,15.0,10.0,10.0,17.0,16.0,15.0,4.0,22.0,10.0,16.0,24.0,15.0,20.0,14.0,13.0,16.0,16.0,20.0,16.0,16.0,16.201345017322193,1
2020-05-19,22.0,9.0,13.0,14.0,14.0,8.0,17.0,16.0,16.0,19.0,17.0,9.0,23.0,20.0,13.0,19.0,16.0,13.0,24.0,17.0,22.0,13.0,11.0,12.0,14.0,11.0,14.0,21.0,18.0,19.0,7.0,17.0,22.0,11.0,13.0,24.0,15.0,8.0,15.0,18.0,19.0,16.0,10.0,10.0,13.0,20.0,23.0,9.0,16.0,14.0,11.0,14.0,13.0,10.0,17.0,18.0,16.0,16.0,19.0,17.0,22.0,23.0,17.0,15.0,12.0,18.0,16.0,13.0,15.0,11.0,18.0,12.0,17.0,3.0,14.0,15.0,13.0,20.0,15.0,16.0,17.0,22.0,15.0,11.0,18.0,10.0,14.0,14.0,14.0,10.0,6.0,7.0,8.0,11.0,17.0,14.0,12.0,14.0,11.0,16.0,15.192582025677604,1
2020-05-20,13.0,12.0,14.0,12.0,15.0,12.0,16.0,13.0,11.0,11.0,9.0,12.0,18.0,14.0,17.0,17.0,15.0,10.0,11.0,16.0,14.0,14.0,13.0,11.0,10.0,14.0,22.0,12.0,11.0,11.0,12.0,9.0,9.0,8.0,14.0,12.0,3.0,15.0,12.0,15.0,11.0,13.0,12.0,13.0,11.0,16.0,11.0,11.0,11.0,9.0,16.0,9.0,15.0,12.0,14.0,16.0,11.0,12.0,13.0,17.0,13.0,9.0,16.0,14.0,9.0,13.0,10.0,7.0,1.0,16.0,7.0,14.0,6.0,13.0,7.0,13.0,9.0,13.0,13.0,10.0,9.0,12.0,15.0,7.0,12.0,10.0,17.0,7.0,16.0,12.0,16.0,11.0,11.0,7.0,8.0,15.0,14.0,13.0,10.0,13.0,12.32932545343387,1
2020-05-21,15.0,7.0,11.0,27.0,10.0,16.0,16.0,17.0,14.0,17.0,14.0,12.0,15.0,12.0,21.0,22.0,7.0,17.0,5.0,15.0,14.0,14.0,16.0,11.0,13.0,18.0,19.0,13.0,22.0,17.0,13.0,14.0,8.0,20.0,17.0,18.0,13.0,9.0,12.0,14.0,12.0,18.0,8.0,13.0,6.0,11.0,18.0,10.0,12.0,13.0,9.0,16.0,17.0,12.0,16.0,20.0,13.0,18.0,12.0,18.0,21.0,8.0,21.0,12.0,11.0,15.0,9.0,8.0,13.0,18.0,22.0,23.0,13.0,14.0,18.0,19.0,6.0,19.0,6.0,10.0,12.0,18.0,17.0,17.0,17.0,13.0,9.0,16.0,18.0,12.0,18.0,14.0,18.0,15.0,7.0,17.0,17.0,7.0,22.0,15.0,14.693295292439371,1
2020-05-22,20.0,9.0,11.0,17.0,16.0,18.0,8.0,14.0,13.0,3.0,14.0,17.0,18.0,14.0,22.0,15.0,10.0,24.0,14.0,17.0,15.0,18.0,21.0,15.0,16.0,14.0,20.0,16.0,16.0,11.0,16.0,12.0,19.0,12.0,15.0,15.0,25.0,13.0,13.0,15.0,14.0,19.0,12.0,15.0,11.0,22.0,12.0,9.0,13.0,13.0,14.0,20.0,11.0,14.0,15.0,19.0,11.0,16.0,21.0,8.0,17.0,11.0,12.0,18.0,12.0,20.0,13.0,17.0,16.0,10.0,21.0,15.0,18.0,11.0,15.0,12.0,17.0,12.0,15.0,16.0,9.0,13.0,18.0,16.0,15.0,17.0,18.0,13.0,12.0,12.0,7.0,6.0,11.0,14.0,17.0,14.0,13.0,14.0,18.0,10.0,14.927654371306296,1
2020-05-23,12.0,8.0,10.0,13.0,17.0,15.0,13.0,16.0,13.0,17.0,20.0,13.0,23.0,16.0,13.0,14.0,11.0,16.0,20.0,11.0,11.0,18.0,11.0,10.0,16.0,9.0,20.0,14.0,13.0,15.0,6.0,18.0,13.0,12.0,14.0,11.0,12.0,11.0,19.0,20.0,13.0,5.0,15.0,17.0,14.0,22.0,8.0,13.0,15.0,12.0,16.0,15.0,19.0,14.0,19.0,19.0,16.0,15.0,19.0,13.0,18.0,8.0,11.0,18.0,17.0,16.0,20.0,15.0,16.0,12.0,17.0,11.0,14.0,18.0,14.0,9.0,22.0,25.0,17.0,6.0,16.0,13.0,7.0,6.0,18.0,11.0,10.0,8.0,17.0,12.0,6.0,10.0,19.0,12.0,17.0,13.0,10.0,14.0,10.0,12.0,14.346851436723048,1
2020-05-24,20.0,12.0,6.0,18.0,21.0,11.0,13.0,19.0,13.0,17.0,16.0,14.0,14.0,24.0,16.0,20.0,6.0,12.0,19.0,20.0,13.0,17.0,16.0,10.0,22.0,21.0,27.0,10.0,15.0,19.0,9.0,13.0,6.0,9.0,17.0,23.0,17.0,23.0,11.0,16.0,18.0,10.0,15.0,18.0,16.0,20.0,20.0,19.0,13.0,15.0,17.0,22.0,21.0,9.0,20.0,23.0,13.0,17.0,15.0,20.0,18.0,15.0,14.0,18.0,16.0,14.0,10.0,15.0,14.0,22.0,15.0,20.0,21.0,10.0,16.0,16.0,18.0,21.0,15.0,12.0,16.0,25.0,14.0,15.0,16.0,20.0,16.0,21.0,25.0,14.0,12.0,21.0,15.0,14.0,18.0,15.0,26.0,11.0,15.0,20.0,16.659873649887917,1
2020-05-25,18.0,11.0,12.0,15.0,12.0,13.0,16.0,10.0,14.0,14.0,13.0,12.0,14.0,10.0,14.0,18.0,7.0,12.0,12.0,14.0,10.0,13.0,7.0,11.0,15.0,16.0,17.0,14.0,14.0,12.0,16.0,12.0,20.0,11.0,14.0,15.0,22.0,17.0,19.0,16.0,13.0,15.0,20.0,15.0,13.0,13.0,15.0,10.0,13.0,7.0,12.0,6.0,11.0,14.0,5.0,9.0,9.0,22.0,15.0,15.0,11.0,15.0,11.0,13.0,14.0,16.0,19.0,14.0,8.0,15.0,24.0,13.0,13.0,15.0,9.0,11.0,19.0,10.0,9.0,13.0,16.0,10.0,11.0,10.0,16.0,13.0,12.0,12.0,15.0,14.0,17.0,23.0,11.0,11.0,12.0,11.0,16.0,9.0,12.0,8.0,13.603016099449766,1
2020-05-26,24.0,9.0,12.0,20.0,20.0,20.0,23.0,12.0,17.0,16.0,10.0,13.0,19.0,15.0,21.0,21.0,14.0,16.0,8.0,13.0,10.0,9.0,15.0,19.0,16.0,17.0,25.0,19.0,23.0,15.0,14.0,9.0,17.0,13.0,12.0,17.0,15.0,18.0,12.0,13.0,14.0,17.0,22.0,7.0,11.0,12.0,11.0,8.0,8.0,21.0,18.0,20.0,13.0,14.0,22.0,19.0,11.0,23.0,23.0,13.0,15.0,15.0,17.0,17.0,16.0,18.0,11.0,18.0,13.0,11.0,21.0,16.0,12.0,6.0,17.0,10.0,12.0,19.0,6.0,11.0,12.0,13.0,13.0,7.0,18.0,8.0,16.0,17.0,16.0,10.0,12.0,13.0,16.0,11.0,15.0,17.0,16.0,5.0,11.0,16.0,15.090686773996332,1
2020-05-27,9.0,10.0,11.0,8.0,21.0,14.0,5.0,10.0,7.0,13.0,9.0,13.0,8.0,12.0,10.0,13.0,7.0,6.0,7.0,15.0,12.0,15.0,10.0,9.0,12.0,10.0,14.0,19.0,10.0,17.0,18.0,13.0,8.0,17.0,6.0,10.0,18.0,8.0,9.0,12.0,24.0,9.0,10.0,10.0,9.0,14.0,9.0,3.0,11.0,7.0,19.0,14.0,11.0,14.0,17.0,10.0,12.0,14.0,19.0,18.0,14.0,4.0,18.0,9.0,13.0,16.0,10.0,17.0,9.0,5.0,14.0,8.0,7.0,17.0,8.0,8.0,7.0,3.0,11.0,15.0,9.0,15.0,18.0,9.0,13.0,18.0,4.0,11.0,14.0,10.0,10.0,10.0,14.0,8.0,6.0,11.0,12.0,12.0,16.0,14.0,11.779091094355003,1
2020-05-28,14.0,5.0,4.0,12.0,12.0,7.0,2.0,4.0,9.0,10.0,9.0,4.0,2.0,4.0,3.0,13.0,4.0,6.0,7.0,6.0,6.0,9.0,11.0,4.0,8.0,7.0,7.0,6.0,5.0,8.0,5.0,4.0,3.0,7.0,10.0,8.0,5.0,10.0,7.0,7.0,5.0,5.0,8.0,5.0,5.0,11.0,9.0,7.0,6.0,7.0,6.0,11.0,8.0,10.0,12.0,3.0,14.0,7.0,7.0,5.0,7.0,3.0,7.0,8.0,8.0,2.0,5.0,7.0,6.0,8.0,5.0,7.0,9.0,8.0,3.0,5.0,12.0,4.0,6.0,8.0,7.0,12.0,8.0,5.0,6.0,7.0,6.0,6.0,9.0,6.0,6.0,10.0,2.0,7.0,7.0,10.0,6.0,8.0,11.0,6.0,7.112288567352762,1
