date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0_20,/m/0cjf0_21,/m/0cjf0_22,/m/0cjf0_23,/m/0cjf0_24,/m/0cjf0_25,/m/0cjf0_26,/m/0cjf0_27,/m/0cjf0_28,/m/0cjf0_29,/m/0cjf0_30,/m/0cjf0_31,/m/0cjf0_32,/m/0cjf0_33,/m/0cjf0_34,/m/0cjf0_35,/m/0cjf0_36,/m/0cjf0_37,/m/0cjf0_38,/m/0cjf0_39,/m/0cjf0_40,/m/0cjf0_41,/m/0cjf0_42,/m/0cjf0_43,/m/0cjf0_44,/m/0cjf0_45,/m/0cjf0_46,/m/0cjf0_47,/m/0cjf0_48,/m/0cjf0_49,/m/0cjf0_50,/m/0cjf0_51,/m/0cjf0_52,/m/0cjf0_53,/m/0cjf0_54,/m/0cjf0_55,/m/0cjf0_56,/m/0cjf0_57,/m/0cjf0_58,/m/0cjf0_59,/m/0cjf0_60,/m/0cjf0_61,/m/0cjf0_62,/m/0cjf0_63,/m/0cjf0_64,/m/0cjf0_65,/m/0cjf0_66,/m/0cjf0_67,/m/0cjf0_68,/m/0cjf0_69,/m/0cjf0_70,/m/0cjf0_71,/m/0cjf0_72,/m/0cjf0_73,/m/0cjf0_74,/m/0cjf0_75,/m/0cjf0_76,/m/0cjf0_77,/m/0cjf0_78,/m/0cjf0_79,/m/0cjf0_80,/m/0cjf0_81,/m/0cjf0_82,/m/0cjf0_83,/m/0cjf0_84,/m/0cjf0_85,/m/0cjf0_86,/m/0cjf0_87,/m/0cjf0_88,/m/0cjf0_89,/m/0cjf0_90,/m/0cjf0_91,/m/0cjf0_92,/m/0cjf0_93,/m/0cjf0_94,/m/0cjf0_95,/m/0cjf0_96,/m/0cjf0_97,/m/0cjf0_98,/m/0cjf0_99,/m/0cjf0,batch_id
2020-02-29,27.0,27.0,28.0,21.0,30.0,21.0,41.0,14.0,27.0,30.0,18.0,27.0,24.0,30.0,45.0,25.0,16.0,29.0,29.0,21.0,29.0,21.0,22.0,20.0,27.0,24.0,31.0,39.0,24.0,18.0,17.0,20.0,36.0,20.0,31.0,35.0,28.0,32.0,13.0,24.0,25.0,15.0,29.0,24.0,19.0,34.0,15.0,29.0,20.0,34.0,27.0,21.0,22.0,24.0,17.0,41.0,21.0,40.0,28.0,23.0,34.0,24.0,39.0,26.0,21.0,26.0,24.0,24.0,28.0,27.0,25.0,45.0,24.0,28.0,26.0,36.0,29.0,36.0,30.0,21.0,22.0,29.0,31.0,26.0,36.0,32.0,33.0,34.0,41.0,37.0,25.0,40.0,21.0,24.0,35.0,14.0,35.0,28.0,24.0,33.0,27.735887507642143,1
2020-03-01,44.0,24.0,27.0,28.0,41.0,23.0,27.0,34.0,31.0,28.0,18.0,24.0,21.0,21.0,29.0,37.0,33.0,26.0,21.0,33.0,28.0,21.0,21.0,27.0,33.0,18.0,30.0,28.0,23.0,27.0,22.0,25.0,36.0,26.0,35.0,34.0,21.0,19.0,30.0,25.0,26.0,39.0,38.0,33.0,28.0,34.0,30.0,14.0,18.0,28.0,36.0,36.0,34.0,25.0,24.0,41.0,32.0,43.0,39.0,35.0,47.0,25.0,26.0,32.0,23.0,36.0,30.0,35.0,31.0,23.0,29.0,27.0,21.0,34.0,20.0,17.0,33.0,31.0,31.0,26.0,32.0,33.0,33.0,23.0,28.0,31.0,23.0,26.0,35.0,23.0,29.0,29.0,27.0,32.0,32.0,22.0,28.0,24.0,28.0,41.0,29.42734868555125,1
2020-03-02,22.0,21.0,24.0,30.0,16.0,20.0,25.0,21.0,25.0,20.0,25.0,29.0,26.0,19.0,20.0,33.0,15.0,21.0,22.0,19.0,23.0,32.0,30.0,25.0,31.0,33.0,20.0,11.0,27.0,22.0,15.0,23.0,23.0,20.0,27.0,24.0,15.0,27.0,23.0,29.0,16.0,16.0,26.0,20.0,14.0,17.0,22.0,18.0,16.0,20.0,26.0,14.0,20.0,28.0,25.0,29.0,13.0,25.0,37.0,26.0,19.0,30.0,24.0,19.0,20.0,41.0,20.0,15.0,21.0,21.0,23.0,22.0,18.0,17.0,21.0,18.0,19.0,24.0,18.0,23.0,29.0,30.0,22.0,17.0,27.0,32.0,23.0,19.0,20.0,23.0,15.0,20.0,19.0,15.0,22.0,25.0,14.0,14.0,21.0,23.0,22.661503973914815,1
2020-03-03,27.0,16.0,14.0,29.0,19.0,27.0,25.0,22.0,22.0,15.0,29.0,21.0,24.0,18.0,21.0,24.0,14.0,21.0,14.0,18.0,32.0,16.0,15.0,18.0,25.0,15.0,21.0,17.0,39.0,19.0,20.0,24.0,28.0,20.0,23.0,22.0,22.0,22.0,22.0,21.0,22.0,18.0,20.0,15.0,21.0,26.0,20.0,30.0,21.0,18.0,20.0,31.0,21.0,15.0,13.0,21.0,29.0,26.0,19.0,25.0,23.0,18.0,29.0,15.0,16.0,15.0,24.0,15.0,26.0,12.0,24.0,11.0,12.0,20.0,24.0,28.0,30.0,25.0,15.0,13.0,22.0,25.0,23.0,22.0,28.0,18.0,19.0,20.0,24.0,21.0,22.0,21.0,15.0,17.0,19.0,20.0,22.0,16.0,14.0,20.0,21.34705522722641,1
2020-03-04,38.0,18.0,22.0,28.0,28.0,28.0,31.0,24.0,28.0,27.0,28.0,24.0,29.0,30.0,25.0,34.0,39.0,27.0,24.0,33.0,36.0,17.0,23.0,20.0,28.0,30.0,23.0,25.0,22.0,30.0,28.0,17.0,31.0,26.0,19.0,34.0,34.0,24.0,19.0,27.0,31.0,35.0,23.0,27.0,18.0,33.0,20.0,32.0,21.0,27.0,42.0,23.0,36.0,27.0,24.0,30.0,29.0,31.0,31.0,27.0,46.0,25.0,27.0,26.0,17.0,33.0,16.0,30.0,23.0,30.0,26.0,30.0,24.0,18.0,19.0,24.0,25.0,28.0,26.0,18.0,19.0,27.0,23.0,24.0,33.0,23.0,27.0,27.0,32.0,17.0,14.0,16.0,18.0,27.0,24.0,20.0,33.0,20.0,27.0,23.0,26.798451192174443,1
2020-03-05,35.0,29.0,25.0,36.0,28.0,33.0,18.0,26.0,23.0,17.0,28.0,26.0,26.0,24.0,36.0,32.0,18.0,38.0,31.0,18.0,29.0,20.0,21.0,33.0,22.0,28.0,25.0,33.0,32.0,31.0,29.0,31.0,37.0,29.0,19.0,29.0,33.0,29.0,24.0,21.0,31.0,35.0,31.0,28.0,24.0,30.0,27.0,26.0,22.0,30.0,27.0,36.0,31.0,24.0,31.0,32.0,32.0,24.0,36.0,38.0,35.0,33.0,24.0,21.0,21.0,23.0,42.0,18.0,22.0,31.0,28.0,23.0,21.0,25.0,25.0,29.0,36.0,41.0,28.0,26.0,26.0,37.0,27.0,29.0,24.0,36.0,24.0,18.0,32.0,29.0,19.0,22.0,30.0,23.0,16.0,33.0,27.0,20.0,36.0,27.0,28.36763806806603,1
2020-03-06,30.0,30.0,19.0,32.0,39.0,26.0,35.0,32.0,32.0,37.0,21.0,28.0,34.0,27.0,25.0,51.0,35.0,49.0,30.0,28.0,36.0,27.0,26.0,29.0,31.0,23.0,36.0,19.0,31.0,28.0,23.0,34.0,34.0,29.0,31.0,30.0,32.0,34.0,29.0,25.0,32.0,35.0,38.0,26.0,25.0,41.0,25.0,28.0,23.0,29.0,35.0,44.0,31.0,26.0,40.0,39.0,42.0,33.0,31.0,39.0,36.0,28.0,22.0,29.0,29.0,36.0,36.0,33.0,32.0,29.0,44.0,35.0,18.0,34.0,23.0,31.0,36.0,37.0,32.0,40.0,35.0,35.0,40.0,29.0,39.0,29.0,38.0,28.0,31.0,38.0,24.0,31.0,33.0,24.0,43.0,22.0,18.0,24.0,18.0,37.0,32.04605665375993,1
2020-03-07,41.0,32.0,15.0,36.0,18.0,23.0,27.0,25.0,13.0,30.0,17.0,26.0,33.0,31.0,19.0,28.0,27.0,30.0,28.0,21.0,35.0,15.0,24.0,24.0,22.0,28.0,43.0,20.0,26.0,24.0,15.0,28.0,28.0,24.0,35.0,23.0,39.0,30.0,24.0,21.0,28.0,25.0,30.0,30.0,16.0,32.0,17.0,30.0,32.0,19.0,32.0,29.0,34.0,25.0,35.0,22.0,34.0,31.0,29.0,21.0,27.0,17.0,25.0,21.0,25.0,39.0,31.0,21.0,44.0,23.0,27.0,23.0,19.0,23.0,28.0,45.0,19.0,29.0,21.0,40.0,24.0,38.0,39.0,25.0,28.0,25.0,26.0,30.0,27.0,21.0,25.0,15.0,20.0,18.0,26.0,23.0,17.0,13.0,22.0,28.0,26.85958834318321,1
2020-03-08,34.0,25.0,30.0,27.0,28.0,24.0,36.0,20.0,34.0,28.0,22.0,37.0,41.0,30.0,37.0,34.0,21.0,24.0,22.0,23.0,30.0,19.0,32.0,33.0,29.0,32.0,33.0,35.0,38.0,19.0,30.0,24.0,34.0,22.0,14.0,40.0,21.0,30.0,33.0,39.0,38.0,29.0,33.0,24.0,25.0,25.0,16.0,26.0,24.0,29.0,24.0,34.0,28.0,33.0,30.0,35.0,18.0,30.0,28.0,29.0,23.0,15.0,20.0,28.0,21.0,31.0,30.0,35.0,35.0,13.0,48.0,33.0,21.0,27.0,26.0,21.0,23.0,39.0,29.0,25.0,30.0,45.0,31.0,20.0,34.0,29.0,19.0,36.0,33.0,28.0,24.0,24.0,23.0,22.0,24.0,27.0,24.0,16.0,32.0,33.0,28.72427144895048,1
2020-03-09,32.0,34.0,28.0,35.0,35.0,19.0,35.0,27.0,26.0,31.0,36.0,37.0,39.0,23.0,17.0,42.0,35.0,36.0,31.0,23.0,35.0,24.0,29.0,23.0,39.0,19.0,37.0,28.0,40.0,27.0,22.0,30.0,37.0,32.0,26.0,40.0,38.0,25.0,21.0,23.0,39.0,40.0,30.0,37.0,29.0,33.0,25.0,29.0,23.0,23.0,23.0,30.0,30.0,31.0,30.0,38.0,28.0,34.0,38.0,41.0,45.0,25.0,32.0,28.0,27.0,35.0,32.0,34.0,30.0,32.0,41.0,31.0,33.0,33.0,38.0,32.0,35.0,31.0,33.0,19.0,39.0,38.0,19.0,27.0,47.0,36.0,26.0,13.0,38.0,25.0,21.0,34.0,27.0,22.0,30.0,31.0,21.0,26.0,35.0,31.0,31.373547992663543,1
2020-03-10,43.0,38.0,48.0,45.0,52.0,36.0,40.0,48.0,33.0,40.0,56.0,30.0,53.0,45.0,48.0,43.0,47.0,39.0,43.0,34.0,51.0,46.0,31.0,34.0,52.0,35.0,52.0,49.0,52.0,41.0,48.0,42.0,34.0,42.0,49.0,57.0,43.0,37.0,53.0,50.0,48.0,34.0,49.0,30.0,37.0,40.0,45.0,52.0,36.0,42.0,39.0,54.0,50.0,45.0,49.0,42.0,47.0,48.0,41.0,54.0,60.0,42.0,49.0,37.0,28.0,37.0,37.0,52.0,33.0,40.0,59.0,56.0,41.0,41.0,50.0,49.0,41.0,42.0,28.0,38.0,43.0,57.0,48.0,34.0,55.0,41.0,39.0,43.0,53.0,47.0,42.0,41.0,56.0,36.0,47.0,36.0,41.0,26.0,35.0,34.0,44.37538210719381,1
2020-03-11,50.0,33.0,42.0,51.0,54.0,27.0,37.0,27.0,31.0,39.0,50.0,35.0,43.0,40.0,34.0,70.0,39.0,41.0,34.0,43.0,38.0,35.0,33.0,34.0,45.0,27.0,33.0,47.0,46.0,35.0,37.0,37.0,44.0,46.0,44.0,57.0,33.0,43.0,42.0,43.0,38.0,32.0,48.0,30.0,38.0,42.0,39.0,49.0,37.0,46.0,42.0,42.0,40.0,42.0,58.0,50.0,37.0,49.0,50.0,50.0,45.0,30.0,45.0,51.0,38.0,47.0,48.0,38.0,44.0,24.0,57.0,39.0,39.0,42.0,30.0,52.0,24.0,47.0,45.0,37.0,49.0,51.0,50.0,39.0,40.0,47.0,31.0,32.0,41.0,29.0,44.0,38.0,38.0,43.0,42.0,38.0,41.0,45.0,45.0,41.0,42.02160179335643,1
2020-03-12,62.0,59.0,58.0,66.0,69.0,59.0,46.0,36.0,51.0,48.0,67.0,58.0,59.0,68.0,51.0,59.0,57.0,54.0,45.0,46.0,63.0,36.0,58.0,52.0,61.0,61.0,74.0,62.0,61.0,58.0,50.0,66.0,63.0,60.0,57.0,64.0,58.0,58.0,56.0,54.0,62.0,63.0,64.0,66.0,54.0,52.0,64.0,53.0,52.0,60.0,67.0,62.0,57.0,52.0,58.0,60.0,63.0,72.0,56.0,61.0,70.0,47.0,71.0,61.0,53.0,69.0,70.0,57.0,54.0,65.0,77.0,56.0,47.0,58.0,46.0,47.0,68.0,78.0,54.0,49.0,67.0,80.0,63.0,54.0,72.0,50.0,48.0,56.0,55.0,47.0,59.0,65.0,58.0,49.0,50.0,56.0,56.0,49.0,66.0,55.0,59.506826981862645,1
2020-03-13,63.0,56.0,63.0,89.0,92.0,61.0,50.0,49.0,66.0,73.0,68.0,59.0,94.0,59.0,75.0,91.0,69.0,62.0,70.0,63.0,68.0,61.0,63.0,60.0,65.0,73.0,75.0,57.0,78.0,58.0,66.0,62.0,72.0,54.0,58.0,67.0,72.0,59.0,69.0,64.0,90.0,65.0,62.0,47.0,53.0,60.0,72.0,80.0,56.0,64.0,77.0,70.0,61.0,50.0,77.0,92.0,44.0,57.0,81.0,96.0,88.0,45.0,68.0,72.0,65.0,72.0,73.0,60.0,61.0,66.0,62.0,93.0,52.0,59.0,45.0,69.0,84.0,68.0,59.0,46.0,75.0,81.0,87.0,71.0,64.0,71.0,60.0,61.0,89.0,74.0,61.0,53.0,65.0,66.0,66.0,49.0,69.0,61.0,83.0,72.0,68.39209292846954,1
2020-03-14,69.0,68.0,64.0,94.0,87.0,79.0,66.0,67.0,68.0,75.0,79.0,62.0,94.0,57.0,75.0,94.0,72.0,61.0,64.0,57.0,56.0,53.0,79.0,69.0,100.0,72.0,90.0,87.0,89.0,67.0,70.0,62.0,72.0,62.0,90.0,88.0,74.0,74.0,65.0,68.0,72.0,71.0,66.0,63.0,70.0,79.0,76.0,75.0,66.0,72.0,61.0,86.0,93.0,61.0,80.0,79.0,70.0,86.0,90.0,71.0,76.0,67.0,72.0,76.0,71.0,84.0,64.0,71.0,78.0,56.0,87.0,83.0,66.0,100.0,72.0,75.0,90.0,99.0,56.0,81.0,73.0,75.0,77.0,68.0,97.0,79.0,80.0,62.0,73.0,81.0,77.0,73.0,75.0,64.0,97.0,62.0,67.0,71.0,80.0,92.0,76.14632158141431,1
2020-03-15,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,81.0,100.0,99.0,100.0,100.0,92.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,97.0,91.0,97.0,73.0,100.0,99.0,97.0,100.0,90.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1
2020-03-16,98.0,73.0,82.0,92.0,96.0,73.0,83.0,58.0,100.0,98.0,100.0,84.0,98.0,64.0,86.0,89.0,77.0,93.0,77.0,79.0,85.0,76.0,100.0,77.0,97.0,83.0,99.0,100.0,100.0,88.0,65.0,75.0,90.0,88.0,82.0,98.0,97.0,89.0,76.0,75.0,93.0,79.0,93.0,64.0,77.0,100.0,77.0,89.0,62.0,84.0,91.0,86.0,72.0,91.0,96.0,89.0,72.0,99.0,95.0,100.0,96.0,69.0,97.0,88.0,82.0,100.0,92.0,64.0,86.0,78.0,97.0,87.0,78.0,89.0,87.0,78.0,78.0,100.0,79.0,67.0,74.0,94.0,87.0,76.0,98.0,79.0,100.0,76.0,93.0,85.0,80.0,88.0,84.0,91.0,64.0,79.0,96.0,56.0,91.0,96.0,86.89627063378846,1
2020-03-17,83.0,54.0,70.0,99.0,91.0,76.0,81.0,75.0,98.0,62.0,71.0,76.0,90.0,69.0,80.0,83.0,60.0,88.0,71.0,75.0,100.0,82.0,63.0,62.0,69.0,62.0,97.0,85.0,85.0,67.0,70.0,90.0,94.0,70.0,68.0,84.0,88.0,88.0,69.0,77.0,86.0,79.0,92.0,56.0,60.0,72.0,67.0,71.0,62.0,72.0,88.0,95.0,77.0,69.0,85.0,78.0,95.0,92.0,91.0,89.0,71.0,76.0,67.0,72.0,68.0,86.0,98.0,67.0,74.0,71.0,93.0,81.0,63.0,90.0,75.0,89.0,85.0,90.0,66.0,62.0,93.0,81.0,86.0,73.0,79.0,88.0,77.0,73.0,100.0,73.0,82.0,81.0,73.0,67.0,77.0,81.0,88.0,73.0,73.0,68.0,79.76360301609945,1
2020-03-18,99.0,56.0,70.0,90.0,92.0,75.0,78.0,82.0,85.0,86.0,66.0,77.0,95.0,80.0,89.0,67.0,84.0,97.0,75.0,75.0,69.0,69.0,77.0,77.0,81.0,69.0,85.0,86.0,87.0,65.0,77.0,81.0,100.0,70.0,73.0,87.0,98.0,79.0,66.0,75.0,100.0,73.0,81.0,68.0,68.0,69.0,70.0,84.0,74.0,65.0,85.0,73.0,100.0,67.0,100.0,100.0,100.0,95.0,73.0,98.0,67.0,62.0,89.0,82.0,68.0,72.0,86.0,75.0,80.0,83.0,79.0,75.0,57.0,73.0,76.0,84.0,98.0,88.0,68.0,76.0,71.0,93.0,77.0,59.0,84.0,93.0,77.0,74.0,97.0,76.0,57.0,75.0,83.0,86.0,78.0,61.0,71.0,74.0,77.0,77.0,80.59914407988586,1
2020-03-19,100.0,58.0,73.0,84.0,97.0,65.0,65.0,83.0,76.0,77.0,94.0,68.0,84.0,74.0,81.0,91.0,79.0,86.0,67.0,68.0,71.0,70.0,79.0,60.0,76.0,73.0,97.0,72.0,88.0,71.0,62.0,73.0,88.0,74.0,75.0,90.0,64.0,75.0,66.0,67.0,82.0,88.0,92.0,64.0,56.0,78.0,81.0,70.0,64.0,55.0,85.0,80.0,98.0,71.0,96.0,89.0,99.0,100.0,88.0,93.0,100.0,74.0,100.0,87.0,65.0,95.0,72.0,77.0,75.0,65.0,99.0,78.0,70.0,96.0,70.0,89.0,93.0,87.0,72.0,93.0,78.0,97.0,84.0,62.0,89.0,88.0,81.0,73.0,92.0,72.0,81.0,77.0,91.0,83.0,90.0,82.0,80.0,60.0,87.0,96.0,81.41430609333607,1
2020-03-20,81.0,55.0,47.0,71.0,81.0,58.0,71.0,61.0,51.0,59.0,71.0,51.0,60.0,55.0,66.0,71.0,76.0,68.0,62.0,49.0,63.0,55.0,69.0,59.0,54.0,61.0,67.0,50.0,63.0,55.0,60.0,62.0,74.0,48.0,52.0,66.0,73.0,59.0,58.0,47.0,59.0,65.0,59.0,61.0,42.0,67.0,62.0,71.0,55.0,68.0,62.0,60.0,67.0,56.0,71.0,81.0,62.0,80.0,70.0,78.0,79.0,78.0,71.0,66.0,55.0,75.0,68.0,68.0,56.0,62.0,73.0,59.0,58.0,79.0,53.0,64.0,62.0,57.0,58.0,52.0,57.0,77.0,60.0,37.0,60.0,65.0,70.0,48.0,81.0,79.0,53.0,63.0,68.0,52.0,65.0,62.0,67.0,58.0,66.0,72.0,64.27552476054616,1
2020-03-21,58.0,58.0,52.0,62.0,76.0,47.0,66.0,68.0,41.0,64.0,46.0,48.0,59.0,48.0,67.0,71.0,62.0,55.0,55.0,63.0,51.0,65.0,56.0,47.0,49.0,49.0,76.0,59.0,54.0,55.0,65.0,67.0,51.0,55.0,58.0,62.0,58.0,54.0,71.0,56.0,77.0,61.0,66.0,44.0,47.0,71.0,66.0,73.0,54.0,53.0,76.0,49.0,63.0,54.0,67.0,81.0,80.0,43.0,74.0,67.0,74.0,40.0,62.0,63.0,42.0,64.0,64.0,65.0,46.0,45.0,77.0,61.0,47.0,49.0,56.0,64.0,81.0,61.0,48.0,61.0,50.0,68.0,65.0,51.0,46.0,79.0,63.0,50.0,67.0,56.0,60.0,54.0,59.0,67.0,56.0,49.0,54.0,48.0,63.0,69.0,60.4646423476666,1
2020-03-22,71.0,58.0,53.0,59.0,65.0,41.0,48.0,62.0,61.0,57.0,75.0,47.0,75.0,40.0,49.0,71.0,59.0,63.0,63.0,50.0,68.0,47.0,44.0,57.0,60.0,42.0,69.0,53.0,84.0,55.0,49.0,66.0,57.0,58.0,68.0,74.0,60.0,67.0,68.0,63.0,59.0,68.0,56.0,66.0,46.0,73.0,48.0,74.0,64.0,58.0,47.0,62.0,63.0,62.0,65.0,78.0,63.0,70.0,72.0,84.0,65.0,72.0,56.0,61.0,69.0,86.0,75.0,44.0,49.0,56.0,73.0,73.0,49.0,60.0,60.0,80.0,75.0,74.0,62.0,71.0,64.0,62.0,69.0,50.0,86.0,45.0,68.0,57.0,76.0,54.0,62.0,68.0,65.0,57.0,63.0,60.0,51.0,60.0,80.0,51.0,63.29733034440595,1
2020-03-23,47.0,32.0,41.0,47.0,43.0,36.0,47.0,49.0,51.0,43.0,37.0,50.0,43.0,38.0,55.0,55.0,36.0,49.0,47.0,33.0,41.0,35.0,48.0,31.0,45.0,37.0,36.0,47.0,50.0,47.0,32.0,32.0,55.0,34.0,47.0,53.0,42.0,47.0,42.0,46.0,54.0,49.0,61.0,44.0,42.0,47.0,43.0,35.0,36.0,44.0,41.0,47.0,40.0,47.0,49.0,52.0,42.0,57.0,58.0,37.0,49.0,51.0,55.0,40.0,36.0,53.0,50.0,46.0,40.0,43.0,52.0,43.0,39.0,44.0,44.0,57.0,48.0,55.0,42.0,32.0,33.0,50.0,62.0,40.0,49.0,62.0,37.0,44.0,62.0,41.0,48.0,51.0,46.0,41.0,39.0,48.0,39.0,33.0,52.0,41.0,45.73058895455472,1
2020-03-24,53.0,32.0,38.0,34.0,43.0,34.0,45.0,45.0,35.0,42.0,48.0,39.0,51.0,45.0,40.0,47.0,40.0,47.0,34.0,42.0,27.0,36.0,36.0,48.0,38.0,34.0,58.0,42.0,46.0,34.0,40.0,47.0,52.0,37.0,42.0,59.0,49.0,42.0,42.0,38.0,43.0,48.0,60.0,41.0,39.0,35.0,44.0,43.0,35.0,47.0,37.0,52.0,34.0,47.0,36.0,39.0,33.0,54.0,62.0,33.0,44.0,38.0,49.0,47.0,38.0,43.0,44.0,35.0,35.0,36.0,51.0,50.0,41.0,38.0,56.0,38.0,52.0,44.0,29.0,40.0,35.0,37.0,35.0,32.0,47.0,56.0,39.0,29.0,43.0,46.0,50.0,45.0,36.0,36.0,38.0,48.0,44.0,25.0,37.0,42.0,42.70429997962095,1
2020-03-25,53.0,28.0,43.0,49.0,36.0,39.0,36.0,37.0,36.0,34.0,35.0,38.0,46.0,41.0,41.0,56.0,32.0,38.0,46.0,45.0,47.0,32.0,35.0,38.0,32.0,25.0,46.0,39.0,45.0,29.0,34.0,47.0,57.0,26.0,33.0,38.0,50.0,43.0,36.0,23.0,48.0,45.0,40.0,29.0,33.0,59.0,46.0,36.0,41.0,36.0,32.0,44.0,38.0,41.0,50.0,36.0,51.0,44.0,60.0,43.0,45.0,33.0,34.0,42.0,37.0,54.0,40.0,32.0,43.0,39.0,52.0,51.0,38.0,49.0,38.0,47.0,50.0,44.0,42.0,41.0,37.0,38.0,44.0,36.0,49.0,46.0,42.0,38.0,40.0,38.0,37.0,21.0,28.0,30.0,35.0,48.0,27.0,29.0,35.0,39.0,40.798858773181166,1
2020-03-26,61.0,34.0,41.0,53.0,31.0,35.0,45.0,38.0,41.0,47.0,37.0,43.0,46.0,41.0,45.0,55.0,36.0,52.0,33.0,39.0,45.0,42.0,48.0,39.0,49.0,42.0,49.0,41.0,41.0,50.0,41.0,38.0,47.0,44.0,35.0,46.0,54.0,46.0,51.0,45.0,43.0,43.0,37.0,39.0,50.0,47.0,50.0,44.0,45.0,42.0,42.0,44.0,52.0,46.0,45.0,54.0,41.0,58.0,46.0,41.0,57.0,34.0,42.0,35.0,44.0,55.0,53.0,39.0,50.0,32.0,49.0,48.0,33.0,34.0,41.0,58.0,31.0,46.0,46.0,44.0,39.0,46.0,41.0,44.0,39.0,45.0,47.0,39.0,42.0,45.0,47.0,43.0,29.0,38.0,41.0,44.0,36.0,39.0,35.0,52.0,44.39576115753006,1
2020-03-27,44.0,20.0,35.0,39.0,45.0,48.0,39.0,38.0,37.0,37.0,30.0,36.0,33.0,49.0,45.0,55.0,26.0,40.0,29.0,45.0,41.0,42.0,31.0,38.0,35.0,41.0,39.0,28.0,42.0,33.0,36.0,32.0,39.0,32.0,39.0,42.0,41.0,52.0,30.0,31.0,38.0,46.0,45.0,43.0,36.0,40.0,30.0,31.0,37.0,31.0,47.0,51.0,41.0,41.0,44.0,36.0,43.0,42.0,53.0,40.0,49.0,38.0,43.0,35.0,31.0,56.0,44.0,29.0,31.0,35.0,39.0,53.0,37.0,36.0,36.0,41.0,40.0,50.0,40.0,30.0,41.0,39.0,50.0,41.0,53.0,47.0,35.0,36.0,34.0,35.0,31.0,27.0,47.0,35.0,31.0,37.0,28.0,42.0,48.0,36.0,39.688200529855315,1
2020-03-28,55.0,31.0,31.0,55.0,53.0,36.0,39.0,35.0,48.0,41.0,35.0,42.0,32.0,28.0,46.0,52.0,21.0,39.0,40.0,39.0,34.0,38.0,30.0,41.0,42.0,37.0,56.0,37.0,42.0,25.0,35.0,52.0,48.0,42.0,43.0,29.0,39.0,44.0,38.0,33.0,46.0,45.0,55.0,29.0,30.0,35.0,45.0,45.0,37.0,27.0,41.0,29.0,36.0,31.0,36.0,39.0,46.0,30.0,48.0,43.0,46.0,36.0,39.0,47.0,33.0,56.0,51.0,36.0,45.0,35.0,40.0,46.0,32.0,49.0,43.0,36.0,44.0,41.0,38.0,37.0,40.0,27.0,49.0,37.0,38.0,29.0,33.0,33.0,50.0,39.0,32.0,29.0,39.0,36.0,30.0,38.0,31.0,28.0,52.0,37.0,39.8716119828816,1
2020-03-29,54.0,34.0,41.0,69.0,66.0,46.0,44.0,48.0,44.0,54.0,51.0,45.0,63.0,49.0,53.0,70.0,38.0,53.0,49.0,47.0,34.0,44.0,44.0,48.0,45.0,54.0,42.0,38.0,41.0,31.0,47.0,47.0,57.0,41.0,45.0,33.0,41.0,52.0,42.0,43.0,62.0,57.0,66.0,46.0,43.0,47.0,44.0,36.0,46.0,39.0,55.0,39.0,43.0,36.0,49.0,54.0,49.0,48.0,56.0,52.0,46.0,40.0,35.0,47.0,42.0,54.0,38.0,41.0,40.0,53.0,52.0,57.0,44.0,61.0,35.0,45.0,46.0,54.0,44.0,37.0,50.0,59.0,54.0,38.0,55.0,49.0,44.0,45.0,60.0,35.0,38.0,44.0,45.0,42.0,42.0,56.0,44.0,42.0,51.0,45.0,47.92133686570206,1
